Timestamps,aruco_IDs,aruco_Corners
8294,[[4]],"(array([[[1044.,  798.],
        [1156.,  803.],
        [1152.,  910.],
        [1042.,  903.]]], dtype=float32),)"
8335,[[4]],"(array([[[1044.,  797.],
        [1156.,  803.],
        [1152.,  910.],
        [1041.,  902.]]], dtype=float32),)"
8375,[[4]],"(array([[[1045.,  797.],
        [1156.,  803.],
        [1152.,  910.],
        [1042.,  903.]]], dtype=float32),)"
8415,[[4]],"(array([[[1045.,  797.],
        [1156.,  802.],
        [1152.,  910.],
        [1042.,  903.]]], dtype=float32),)"
8455,[[4]],"(array([[[1044.,  798.],
        [1157.,  804.],
        [1152.,  910.],
        [1042.,  903.]]], dtype=float32),)"
8495,[[4]],"(array([[[1044.,  798.],
        [1157.,  804.],
        [1152.,  910.],
        [1042.,  903.]]], dtype=float32),)"
8535,[[4]],"(array([[[1045.,  798.],
        [1156.,  803.],
        [1152.,  911.],
        [1042.,  903.]]], dtype=float32),)"
8575,[[4]],"(array([[[1044.,  798.],
        [1156.,  803.],
        [1152.,  911.],
        [1042.,  903.]]], dtype=float32),)"
8615,[[4]],"(array([[[1045.,  798.],
        [1156.,  804.],
        [1152.,  911.],
        [1042.,  904.]]], dtype=float32),)"
8655,[[4]],"(array([[[1044.,  799.],
        [1156.,  804.],
        [1153.,  911.],
        [1042.,  904.]]], dtype=float32),)"
8695,[[4]],"(array([[[1045.,  799.],
        [1157.,  804.],
        [1153.,  911.],
        [1042.,  903.]]], dtype=float32),)"
8735,[[4]],"(array([[[1045.,  799.],
        [1158.,  805.],
        [1154.,  911.],
        [1043.,  904.]]], dtype=float32),)"
8776,[[4]],"(array([[[1045.,  798.],
        [1157.,  804.],
        [1154.,  910.],
        [1042.,  903.]]], dtype=float32),)"
8816,[[4]],"(array([[[1044.,  798.],
        [1156.,  803.],
        [1152.,  910.],
        [1041.,  902.]]], dtype=float32),)"
8856,[[4]],"(array([[[1044.,  798.],
        [1156.,  804.],
        [1152.,  911.],
        [1042.,  903.]]], dtype=float32),)"
8896,[[4]],"(array([[[1045.,  798.],
        [1157.,  804.],
        [1153.,  911.],
        [1042.,  903.]]], dtype=float32),)"
8936,[[4]],"(array([[[1045.,  799.],
        [1157.,  804.],
        [1153.,  911.],
        [1042.,  903.]]], dtype=float32),)"
8976,[[4]],"(array([[[1045.,  799.],
        [1157.,  805.],
        [1152.,  912.],
        [1042.,  904.]]], dtype=float32),)"
9016,[[4]],"(array([[[1044.,  800.],
        [1156.,  804.],
        [1152.,  912.],
        [1042.,  904.]]], dtype=float32),)"
9056,[[4]],"(array([[[1044.,  800.],
        [1156.,  805.],
        [1152.,  912.],
        [1042.,  905.]]], dtype=float32),)"
9096,[[4]],"(array([[[1044.,  800.],
        [1156.,  805.],
        [1152.,  912.],
        [1042.,  905.]]], dtype=float32),)"
9136,[[4]],"(array([[[1044.,  800.],
        [1157.,  805.],
        [1152.,  912.],
        [1042.,  905.]]], dtype=float32),)"
9176,[[4]],"(array([[[1044.,  800.],
        [1156.,  805.],
        [1152.,  912.],
        [1042.,  905.]]], dtype=float32),)"
9216,[[4]],"(array([[[1044.,  800.],
        [1156.,  805.],
        [1152.,  912.],
        [1041.,  904.]]], dtype=float32),)"
9256,[[4]],"(array([[[1044.,  800.],
        [1156.,  805.],
        [1152.,  912.],
        [1042.,  905.]]], dtype=float32),)"
9296,[[4]],"(array([[[1044.,  800.],
        [1157.,  806.],
        [1153.,  912.],
        [1042.,  905.]]], dtype=float32),)"
9336,[[4]],"(array([[[1045.,  800.],
        [1157.,  805.],
        [1153.,  912.],
        [1042.,  904.]]], dtype=float32),)"
9376,[[4]],"(array([[[1045.,  800.],
        [1157.,  805.],
        [1153.,  912.],
        [1042.,  904.]]], dtype=float32),)"
9416,[[4]],"(array([[[1045.,  800.],
        [1157.,  805.],
        [1153.,  912.],
        [1042.,  905.]]], dtype=float32),)"
9457,[[4]],"(array([[[1045.,  800.],
        [1157.,  806.],
        [1152.,  913.],
        [1042.,  905.]]], dtype=float32),)"
9497,[[4]],"(array([[[1045.,  800.],
        [1156.,  805.],
        [1152.,  913.],
        [1042.,  905.]]], dtype=float32),)"
9537,[[4]],"(array([[[1045.,  800.],
        [1156.,  805.],
        [1152.,  913.],
        [1042.,  905.]]], dtype=float32),)"
9577,[[4]],"(array([[[1045.,  800.],
        [1156.,  805.],
        [1152.,  913.],
        [1042.,  905.]]], dtype=float32),)"
9617,[[4]],"(array([[[1046.,  800.],
        [1157.,  806.],
        [1153.,  913.],
        [1043.,  905.]]], dtype=float32),)"
9657,[[4]],"(array([[[1046.,  800.],
        [1158.,  807.],
        [1155.,  912.],
        [1043.,  905.]]], dtype=float32),)"
9697,[[4]],"(array([[[1046.,  800.],
        [1157.,  806.],
        [1153.,  913.],
        [1043.,  905.]]], dtype=float32),)"
9737,[[4]],"(array([[[1045.,  800.],
        [1157.,  807.],
        [1153.,  913.],
        [1042.,  905.]]], dtype=float32),)"
9777,[[4]],"(array([[[1045.,  801.],
        [1157.,  807.],
        [1153.,  913.],
        [1042.,  905.]]], dtype=float32),)"
9817,[[4]],"(array([[[1046.,  800.],
        [1157.,  806.],
        [1153.,  913.],
        [1043.,  906.]]], dtype=float32),)"
9857,[[4]],"(array([[[1046.,  800.],
        [1157.,  806.],
        [1153.,  913.],
        [1043.,  905.]]], dtype=float32),)"
9898,[[4]],"(array([[[1046.,  800.],
        [1157.,  806.],
        [1153.,  913.],
        [1043.,  905.]]], dtype=float32),)"
9938,[[4]],"(array([[[1045.,  801.],
        [1157.,  806.],
        [1153.,  913.],
        [1043.,  906.]]], dtype=float32),)"
9978,[[4]],"(array([[[1045.,  801.],
        [1157.,  807.],
        [1153.,  913.],
        [1042.,  905.]]], dtype=float32),)"
10018,[[4]],"(array([[[1046.,  801.],
        [1157.,  807.],
        [1152.,  914.],
        [1043.,  906.]]], dtype=float32),)"
10058,[[4]],"(array([[[1045.,  802.],
        [1157.,  807.],
        [1153.,  914.],
        [1043.,  906.]]], dtype=float32),)"
10098,[[4]],"(array([[[1045.,  802.],
        [1157.,  808.],
        [1153.,  914.],
        [1043.,  907.]]], dtype=float32),)"
10138,[[4]],"(array([[[1046.,  802.],
        [1157.,  808.],
        [1153.,  915.],
        [1043.,  907.]]], dtype=float32),)"
10178,[[4]],"(array([[[1046.,  802.],
        [1157.,  808.],
        [1153.,  915.],
        [1043.,  908.]]], dtype=float32),)"
10218,[[4]],"(array([[[1046.,  802.],
        [1157.,  808.],
        [1154.,  915.],
        [1043.,  907.]]], dtype=float32),)"
10258,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
10298,[[4]],"(array([[[1047.,  802.],
        [1159.,  809.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
10338,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
10378,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
10418,[[4]],"(array([[[1047.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
10458,[[4]],"(array([[[1046.,  803.],
        [1158.,  809.],
        [1154.,  916.],
        [1043.,  907.]]], dtype=float32),)"
10498,[[4]],"(array([[[1046.,  803.],
        [1159.,  809.],
        [1154.,  916.],
        [1044.,  908.]]], dtype=float32),)"
10538,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1155.,  915.],
        [1045.,  908.]]], dtype=float32),)"
10579,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
10619,[[4]],"(array([[[1046.,  802.],
        [1158.,  807.],
        [1154.,  915.],
        [1043.,  906.]]], dtype=float32),)"
10659,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
10699,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
10739,[[4]],"(array([[[1047.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
10779,[[4]],"(array([[[1047.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
10819,[[4]],"(array([[[1046.,  803.],
        [1158.,  808.],
        [1154.,  916.],
        [1044.,  908.]]], dtype=float32),)"
10859,[[4]],"(array([[[1046.,  803.],
        [1158.,  808.],
        [1154.,  916.],
        [1044.,  908.]]], dtype=float32),)"
10899,[[4]],"(array([[[1046.,  803.],
        [1158.,  808.],
        [1153.,  916.],
        [1044.,  908.]]], dtype=float32),)"
10939,[[4]],"(array([[[1046.,  803.],
        [1158.,  808.],
        [1153.,  916.],
        [1044.,  908.]]], dtype=float32),)"
10979,[[4]],"(array([[[1047.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
11020,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1043.,  907.]]], dtype=float32),)"
11060,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
11100,[[4]],"(array([[[1047.,  801.],
        [1159.,  808.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
11140,[[4]],"(array([[[1047.,  801.],
        [1159.,  808.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
11180,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1154.,  915.],
        [1044.,  906.]]], dtype=float32),)"
11220,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1155.,  915.],
        [1044.,  907.]]], dtype=float32),)"
11260,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
11300,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
11340,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1043.,  907.]]], dtype=float32),)"
11380,[[4]],"(array([[[1046.,  802.],
        [1159.,  809.],
        [1154.,  915.],
        [1044.,  907.]]], dtype=float32),)"
11420,[[4]],"(array([[[1047.,  802.],
        [1159.,  808.],
        [1154.,  915.],
        [1045.,  907.]]], dtype=float32),)"
11460,[[4]],"(array([[[1047.,  801.],
        [1159.,  807.],
        [1154.,  915.],
        [1044.,  906.]]], dtype=float32),)"
11500,[[4]],"(array([[[1046.,  801.],
        [1158.,  807.],
        [1154.,  914.],
        [1043.,  906.]]], dtype=float32),)"
11540,[[4]],"(array([[[1045.,  802.],
        [1158.,  808.],
        [1154.,  914.],
        [1043.,  907.]]], dtype=float32),)"
11580,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1043.,  907.]]], dtype=float32),)"
11620,[[4]],"(array([[[1046.,  802.],
        [1159.,  808.],
        [1154.,  915.],
        [1043.,  907.]]], dtype=float32),)"
11661,[[4]],"(array([[[1046.,  802.],
        [1159.,  809.],
        [1154.,  915.],
        [1044.,  908.]]], dtype=float32),)"
11701,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
11741,[[4]],"(array([[[1045.,  803.],
        [1158.,  809.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
11781,[[4]],"(array([[[1045.,  803.],
        [1158.,  809.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
11821,[[4]],"(array([[[1045.,  803.],
        [1158.,  809.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
11861,[[4]],"(array([[[1046.,  803.],
        [1158.,  809.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
11901,[[4]],"(array([[[1045.,  803.],
        [1157.,  808.],
        [1153.,  915.],
        [1043.,  909.]]], dtype=float32),)"
11941,[[4]],"(array([[[1045.,  803.],
        [1157.,  808.],
        [1153.,  915.],
        [1043.,  909.]]], dtype=float32),)"
11981,[[4]],"(array([[[1045.,  803.],
        [1158.,  809.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
12021,[[4]],"(array([[[1046.,  803.],
        [1158.,  809.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
12061,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1043.,  907.]]], dtype=float32),)"
12102,[[4]],"(array([[[1046.,  802.],
        [1158.,  808.],
        [1154.,  915.],
        [1043.,  908.]]], dtype=float32),)"
12142,[[4]],"(array([[[1045.,  802.],
        [1157.,  808.],
        [1152.,  915.],
        [1042.,  907.]]], dtype=float32),)"
12182,[[4]],"(array([[[1044.,  802.],
        [1157.,  808.],
        [1153.,  914.],
        [1042.,  907.]]], dtype=float32),)"
12222,[[4]],"(array([[[1045.,  801.],
        [1156.,  807.],
        [1152.,  914.],
        [1042.,  907.]]], dtype=float32),)"
12262,[[4]],"(array([[[1045.,  801.],
        [1157.,  808.],
        [1152.,  914.],
        [1042.,  907.]]], dtype=float32),)"
12302,[[4]],"(array([[[1045.,  801.],
        [1157.,  807.],
        [1153.,  914.],
        [1043.,  906.]]], dtype=float32),)"
12342,[[4]],"(array([[[1045.,  801.],
        [1157.,  806.],
        [1153.,  914.],
        [1043.,  906.]]], dtype=float32),)"
12382,[[4]],"(array([[[1044.,  801.],
        [1157.,  807.],
        [1152.,  913.],
        [1042.,  906.]]], dtype=float32),)"
12422,[[4]],"(array([[[1044.,  801.],
        [1156.,  807.],
        [1152.,  913.],
        [1041.,  905.]]], dtype=float32),)"
12462,[[4]],"(array([[[1044.,  801.],
        [1156.,  806.],
        [1152.,  914.],
        [1042.,  906.]]], dtype=float32),)"
12502,[[4]],"(array([[[1045.,  801.],
        [1157.,  807.],
        [1152.,  914.],
        [1042.,  906.]]], dtype=float32),)"
12542,[[4]],"(array([[[1046.,  801.],
        [1157.,  807.],
        [1152.,  914.],
        [1042.,  906.]]], dtype=float32),)"
12582,[[4]],"(array([[[1044.,  802.],
        [1157.,  808.],
        [1153.,  914.],
        [1042.,  907.]]], dtype=float32),)"
12622,[[4]],"(array([[[1044.,  802.],
        [1156.,  807.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
12662,[[4]],"(array([[[1045.,  802.],
        [1156.,  808.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
12702,[[4]],"(array([[[1044.,  803.],
        [1156.,  808.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
12742,[[4]],"(array([[[1044.,  803.],
        [1156.,  808.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
12783,[[4]],"(array([[[1044.,  803.],
        [1156.,  808.],
        [1152.,  915.],
        [1041.,  907.]]], dtype=float32),)"
12823,[[4]],"(array([[[1044.,  802.],
        [1156.,  808.],
        [1152.,  915.],
        [1041.,  907.]]], dtype=float32),)"
12863,[[4]],"(array([[[1044.,  802.],
        [1156.,  808.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
12903,[[4]],"(array([[[1045.,  802.],
        [1157.,  808.],
        [1153.,  915.],
        [1042.,  907.]]], dtype=float32),)"
12943,[[4]],"(array([[[1045.,  802.],
        [1157.,  808.],
        [1153.,  915.],
        [1042.,  907.]]], dtype=float32),)"
12983,[[4]],"(array([[[1044.,  802.],
        [1157.,  808.],
        [1153.,  915.],
        [1042.,  907.]]], dtype=float32),)"
13023,[[4]],"(array([[[1044.,  802.],
        [1156.,  807.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
13063,[[4]],"(array([[[1044.,  802.],
        [1156.,  808.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
13103,[[4]],"(array([[[1044.,  803.],
        [1156.,  808.],
        [1152.,  915.],
        [1041.,  907.]]], dtype=float32),)"
13143,[[4]],"(array([[[1044.,  803.],
        [1156.,  809.],
        [1152.,  915.],
        [1041.,  908.]]], dtype=float32),)"
13183,[[4]],"(array([[[1044.,  803.],
        [1156.,  808.],
        [1153.,  915.],
        [1042.,  908.]]], dtype=float32),)"
13224,[[4]],"(array([[[1046.,  802.],
        [1157.,  808.],
        [1154.,  914.],
        [1042.,  907.]]], dtype=float32),)"
13264,[[4]],"(array([[[1045.,  802.],
        [1157.,  808.],
        [1153.,  914.],
        [1042.,  907.]]], dtype=float32),)"
13304,[[4]],"(array([[[1044.,  802.],
        [1156.,  808.],
        [1152.,  914.],
        [1042.,  908.]]], dtype=float32),)"
13344,[[4]],"(array([[[1045.,  802.],
        [1156.,  808.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
13384,[[4]],"(array([[[1044.,  803.],
        [1157.,  809.],
        [1152.,  915.],
        [1042.,  908.]]], dtype=float32),)"
13424,[[4]],"(array([[[1045.,  803.],
        [1157.,  809.],
        [1153.,  915.],
        [1042.,  908.]]], dtype=float32),)"
13464,[[4]],"(array([[[1044.,  803.],
        [1156.,  809.],
        [1152.,  916.],
        [1042.,  909.]]], dtype=float32),)"
13504,[[4]],"(array([[[1044.,  804.],
        [1156.,  809.],
        [1152.,  916.],
        [1041.,  908.]]], dtype=float32),)"
13544,[[4]],"(array([[[1044.,  804.],
        [1156.,  809.],
        [1151.,  917.],
        [1042.,  910.]]], dtype=float32),)"
13584,[[4]],"(array([[[1044.,  804.],
        [1156.,  810.],
        [1152.,  917.],
        [1042.,  910.]]], dtype=float32),)"
13624,[[4]],"(array([[[1045.,  804.],
        [1156.,  810.],
        [1152.,  917.],
        [1042.,  910.]]], dtype=float32),)"
13664,[[4]],"(array([[[1044.,  805.],
        [1156.,  810.],
        [1152.,  917.],
        [1042.,  910.]]], dtype=float32),)"
13704,[[4]],"(array([[[1044.,  805.],
        [1156.,  811.],
        [1152.,  918.],
        [1041.,  910.]]], dtype=float32),)"
13744,[[4]],"(array([[[1045.,  805.],
        [1156.,  811.],
        [1152.,  918.],
        [1041.,  910.]]], dtype=float32),)"
13784,[[4]],"(array([[[1044.,  806.],
        [1156.,  811.],
        [1152.,  919.],
        [1042.,  911.]]], dtype=float32),)"
